"country","doi","farm_type","host","antimicrobial_class","pathogen","percent_resistant","no_isolates"
"United States of America","DOI: 10.2460/javma.228.7.1074","Organic","Cattle","Sulfonamide","Campylobacter",39,2030
"United States of America","DOI: 10.2460/javma.228.7.1074","Organic","Cattle","Tetracycline","Campylobacter",49,2030
"United States of America","DOI: 10.1089=fpd.2010.0632","Conventional","Cattle","1st_gen cephalosporin","E.coli",5,8882
"United States of America","DOI: 10.1089=fpd.2010.0632","Conventional","Cattle","2nd_gen cephalosporin","E.coli",0,8882
"United States of America","DOI: 10.1089=fpd.2010.0632","Conventional","Cattle","3rd_gen cephalosporin","E.coli",0,8882
"United States of America","DOI: 10.1089=fpd.2010.0632","Conventional","Cattle","Amino-penicillin","E.coli",2,8882
"United States of America","DOI: 10.1089=fpd.2010.0632","Conventional","Cattle","Aminoglycoside","E.coli",5,8882
"United States of America","DOI: 10.1089=fpd.2010.0632","Conventional","Cattle","Aminopenicillin - betalactamase inhibitors","E.coli",0,8882
"United States of America","DOI: 10.1089=fpd.2010.0632","Conventional","Cattle","Amphenicol","E.coli",1,8882
"United States of America","DOI: 10.1089=fpd.2010.0632","Conventional","Cattle","Quinolones","E.coli",0,8882
"United States of America","DOI: 10.1089=fpd.2010.0632","Conventional","Cattle","Sulfonamide","E.coli",6,8882
"United States of America","DOI: 10.1089=fpd.2010.0632","Conventional","Cattle","Tetracycline","E.coli",44,8882
"United States of America","DOI: 10.1089=fpd.2010.0632","Organic","Cattle","1st_gen cephalosporin","E.coli",5,8882
"United States of America","DOI: 10.1089=fpd.2010.0632","Organic","Cattle","2nd_gen cephalosporin","E.coli",0,8882
"United States of America","DOI: 10.1089=fpd.2010.0632","Organic","Cattle","3rd_gen cephalosporin","E.coli",0,8882
"United States of America","DOI: 10.1089=fpd.2010.0632","Organic","Cattle","Amino-penicillin","E.coli",2,8882
"United States of America","DOI: 10.1089=fpd.2010.0632","Organic","Cattle","Aminoglycoside","E.coli",4,8882
"United States of America","DOI: 10.1089=fpd.2010.0632","Organic","Cattle","Aminopenicillin - betalactamase inhibitors","E.coli",0,8882
"United States of America","DOI: 10.1089=fpd.2010.0632","Organic","Cattle","Amphenicol","E.coli",1,8882
"United States of America","DOI: 10.1089=fpd.2010.0632","Organic","Cattle","Quinolones","E.coli",0,8882
"United States of America","DOI: 10.1089=fpd.2010.0632","Organic","Cattle","Sulfonamide","E.coli",5,8882
"United States of America","DOI: 10.1089=fpd.2010.0632","Organic","Cattle","Tetracycline","E.coli",34,8882
